"","representative","taxID","taxon","rank","score","kingdom","phylum","class","order","family","genus","species"
"231","ASV231",37346,"Batrachocottus baicalensis","species",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Batrachocottus","Batrachocottus baicalensis"
"232","ASV232",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"233","ASV233",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"234","ASV234",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"235","ASV235",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"236","ASV236",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"237","ASV237",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"238","ASV238",8045,"Gadidae","family",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","",""
"239","ASV239",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"240","ASV240",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"241","ASV241",1,"root","no rank",1,"","","","","","",""
"242","ASV242",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"243","ASV243",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"244","ASV244",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"245","ASV245",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"246","ASV246",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"247","ASV247",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"248","ASV248",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"249","ASV249",1,"root","no rank",1,"","","","","","",""
"250","ASV250",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"251","ASV251",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"252","ASV252",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"253","ASV253",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"254","ASV254",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"255","ASV255",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"256","ASV256",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"257","ASV257",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"258","ASV258",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"259","ASV259",8045,"Gadidae","family",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","",""
"260","ASV260",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"261","ASV261",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"262","ASV262",1738904,"Phytichthys chirus","species",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Stichaeidae","Phytichthys","Phytichthys chirus"
"263","ASV263",192376,"Hexagrammos agrammus","species",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos","Hexagrammos agrammus"
"264","ASV264",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"265","ASV265",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"266","ASV266",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"267","ASV267",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"268","ASV268",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"269","ASV269",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"270","ASV270",8045,"Gadidae","family",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","",""
"271","ASV271",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"272","ASV272",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"273","ASV273",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"274","ASV274",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"275","ASV275",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"276","ASV276",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"277","ASV277",8045,"Gadidae","family",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","",""
"278","ASV278",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"279","ASV279",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"280","ASV280",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"281","ASV281",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"282","ASV282",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"283","ASV283",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"284","ASV284",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"285","ASV285",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"286","ASV286",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"287","ASV287",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"288","ASV288",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"289","ASV289",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"290","ASV290",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"291","ASV291",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"292","ASV292",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"293","ASV293",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"294","ASV294",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"295","ASV295",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"296","ASV296",1,"root","no rank",1,"","","","","","",""
"297","ASV297",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"298","ASV298",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"299","ASV299",8045,"Gadidae","family",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","",""
"300","ASV300",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"301","ASV301",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"302","ASV302",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"303","ASV303",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"304","ASV304",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"305","ASV305",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"306","ASV306",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"307","ASV307",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"308","ASV308",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"309","ASV309",8033,"Salvelinus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",""
"310","ASV310",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"311","ASV311",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"312","ASV312",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"313","ASV313",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"314","ASV314",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"315","ASV315",1,"root","no rank",1,"","","","","","",""
"316","ASV316",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"317","ASV317",1,"root","no rank",1,"","","","","","",""
"318","ASV318",1,"root","no rank",1,"","","","","","",""
"319","ASV319",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"320","ASV320",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"321","ASV321",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"322","ASV322",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"323","ASV323",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"324","ASV324",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"325","ASV325",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"326","ASV326",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"327","ASV327",428032,"Nautichthys oculofasciatus","species",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Agonidae","Nautichthys","Nautichthys oculofasciatus"
"328","ASV328",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"329","ASV329",8045,"Gadidae","family",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","",""
"330","ASV330",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"331","ASV331",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"332","ASV332",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"333","ASV333",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"334","ASV334",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"335","ASV335",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"336","ASV336",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"337","ASV337",1,"root","no rank",1,"","","","","","",""
"338","ASV338",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"339","ASV339",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"340","ASV340",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"341","ASV341",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"342","ASV342",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"343","ASV343",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"344","ASV344",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"345","ASV345",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"346","ASV346",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"347","ASV347",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"348","ASV348",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"349","ASV349",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"350","ASV350",274705,"Sebastinae","subfamily",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Sebastidae","",""
"351","ASV351",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"352","ASV352",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"353","ASV353",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"354","ASV354",641111,"Pleuronectes quadrituberculatus","species",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes quadrituberculatus"
"355","ASV355",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"356","ASV356",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"357","ASV357",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"358","ASV358",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"359","ASV359",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"360","ASV360",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"361","ASV361",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"362","ASV362",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"363","ASV363",8045,"Gadidae","family",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","",""
"364","ASV364",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"365","ASV365",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"366","ASV366",34820,"Sebastes","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",""
"367","ASV367",8045,"Gadidae","family",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","",""
"368","ASV368",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"369","ASV369",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"370","ASV370",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"371","ASV371",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"372","ASV372",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"373","ASV373",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"374","ASV374",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"375","ASV375",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"376","ASV376",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"377","ASV377",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"378","ASV378",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"379","ASV379",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"380","ASV380",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"381","ASV381",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"382","ASV382",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"383","ASV383",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"384","ASV384",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"385","ASV385",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"386","ASV386",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"387","ASV387",8045,"Gadidae","family",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","",""
"388","ASV388",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"389","ASV389",8045,"Gadidae","family",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","",""
"390","ASV390",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"391","ASV391",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"392","ASV392",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"393","ASV393",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"394","ASV394",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"395","ASV395",1,"root","no rank",1,"","","","","","",""
"396","ASV396",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"397","ASV397",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"398","ASV398",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"399","ASV399",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"400","ASV400",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"401","ASV401",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"402","ASV402",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"403","ASV403",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"404","ASV404",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"405","ASV405",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"406","ASV406",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"407","ASV407",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"408","ASV408",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"409","ASV409",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"410","ASV410",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"411","ASV411",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
